어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,year,month
(선)학꽁치,포항,대,S/P,5,15.0,"100,000","60,000","68,900",2022,5
(선)학꽁치,군산,1미,kg,"3,465",1.0,"3,000",400,800,2022,5
(선)학꽁치,포항,대,S/P,4,10.0,"50,000","40,000","47,500",2022,5
(냉)꽁치,대만,1번,CT/(BT),50,9.4,"61,500","61,500","61,500",2022,6
(냉)꽁치,대만,1번,CT/(BT),150,9.3,"62,700","60,500","61,300",2022,6
(냉)꽁치,중국,1번,CT/(BT),630,9.5,"56,700","56,500","56,600",2022,6
(선)학꽁치,군산,중,S/P,9,10.0,"10,000","10,000","10,000",2022,6
(냉)꽁치,대만,1번,CT/(BT),250,9.5,"61,700","56,400","57,500",2022,7
(냉)꽁치,중국,1번,CT/(BT),400,9.5,"56,400","56,400","56,400",2022,7
(냉)꽁치,대만,1번,CT/(BT),236,9.2,"63,200","62,000","62,400",2022,8
(냉)꽁치,대만,1번,CT/(BT),64,9.3,"62,000","62,000","62,000",2022,9
(냉)꽁치,대만,1번,CT/(BT),144,9.4,"75,200","74,200","74,500",2022,10
(냉)꽁치,대만,1번,CT/(BT),200,9.0,"76,300","30,000","75,200",2022,10
(선)학꽁치,여수,대,S/P,57,10.0,"99,000","50,000","65,300",2022,10
(냉)꽁치,대만,1번,CT/(BT),70,9.2,"77,500","77,500","77,500",2022,11
(냉)꽁치,대만,1번,CT/(BT),70,9.5,"78,000","78,000","78,000",2022,11
(냉)꽁치,중국,1번,CT/(BT),50,9.5,"75,500","75,500","75,500",2022,11
(냉)꽁치,대만,1번,CT/(BT),32,9.7,"77,500","77,500","77,500",2022,11
(선)학꽁치,여수,특대,S/P,6,10.0,"50,000","50,000","50,000",2022,11
(선)학꽁치,여수,대,S/P,28,10.0,"79,000","52,000","61,100",2022,11
(선)학꽁치,방어진,대,S/P,9,10.0,"80,000","60,000","64,400",2022,11
(선)학꽁치,삼천포,1미,S/P,300,1.0,700,700,700,2022,11
(선)꽁치,동해시,중,kg,1,3.0,"1,000","1,000","1,000",2022,12
(선)꽁치,삼천포,중,S/P,2,10.0,"5,000","5,000","5,000",2022,12
(냉)꽁치,대만,1번,CT/(BT),50,9.2,"74,200","74,200","74,200",2022,12
(냉)꽁치,대만,1번,CT/(BT),100,9.5,"75,500","75,500","75,500",2022,12
(냉)꽁치,대만,1번,CT/(BT),93,9.0,"75,500","73,000","75,200",2022,12
(냉)꽁치,대만,1번,CT/(BT),97,9.7,"77,500","77,500","77,500",2022,12
(냉)꽁치,대만,1번,CT/(BT),120,9.6,"73,700","73,000","73,300",2022,12
(냉)꽁치,대만,1번,CT/(BT),57,9.3,"77,500","77,500","77,500",2022,12
(냉)꽁치,대만,2번,CT/(BT),170,9.3,"60,600","60,000","60,500",2022,12
(선)학꽁치,부산(기장),대,S/P,1,20.0,"30,000","30,000","30,000",2022,12
(선)학꽁치,통영,대,S/P,60,10.0,"10,000","10,000","10,000",2022,12
(선)학꽁치,통영,중,S/P,185,10.0,"10,000","10,000","10,000",2022,12
(선)학꽁치,여수,중,S/P,19,10.0,"45,000","45,000","45,000",2022,12
(선)학꽁치,여수,대,c/s(상자),14,10.0,"70,000","50,000","58,600",2022,12
(선)학꽁치,속초,대,S/P,1,10.0,"20,000","20,000","20,000",2022,12
(선)학꽁치,여수,대,S/P,8,5.0,"40,000","40,000","40,000",2022,12
(선)학꽁치,여수,대,S/P,29,10.0,"52,000","36,000","44,600",2022,12
(선)학꽁치,부산(기장),대,S/P,16,10.0,"50,000","20,000","30,600",2022,12
(냉)꽁치,대만,2번,CT/(BT),10,9.2,"56,000","56,000","56,000",2023,1
(냉)꽁치,대만,1번,CT/(BT),45,9.0,"73,000","73,000","73,000",2023,1
(냉)꽁치,대만,1번,CT/(BT),50,9.1,"73,500","73,500","73,500",2023,1
(냉)꽁치,대만,2번,CT/(BT),90,9.1,"56,000","56,000","56,000",2023,1
(냉)꽁치,대만,2번,CT/(BT),70,9.3,"60,600","60,600","60,600",2023,1
(냉)꽁치,대만,중,box,5,9.2,"100,000","100,000","100,000",2023,1
(선)학꽁치,속초,50미,S/P,1,5.0,"20,000","20,000","20,000",2023,1
(선)학꽁치,남해,소,c/s(상자),5,10.0,"5,000","5,000","5,000",2023,1
(선)학꽁치,남해,대,S/P,8,5.0,"5,000","5,000","5,000",2023,1
(선)학꽁치,남해,40미,S/P,21,5.0,"40,000","18,000","33,000",2023,1
(선)학꽁치,부산(기장),중,kg,2,1.0,"10,000","10,000","10,000",2023,1
(선)학꽁치,여수,중,S/P,15,4.0,"65,000","47,000","55,500",2023,1
(선)학꽁치,남해,중,S/P,45,5.0,"25,000","4,000","11,300",2023,1
(선)학꽁치,여수,대,S/P,20,4.0,"50,000","45,000","46,300",2023,1
(선)학꽁치,남해,30미,S/P,65,5.0,"50,000","15,000","32,200",2023,1
(선)학꽁치,속초,40미,S/P,12,5.0,"61,000","50,000","54,600",2023,1
